N,P,K,S,Fe,Zn,temperature,ph,rainfall,label
44,69,86,11,9,26,18.01467127,5.983889784,72.65227009,chickpea
27,81,23,12,12,49,24.99566449,7.278789426,43.25559529,lentil
10,28,43,27,4,4,21.14824564,7.710932016,109.8684998,pomegranate
124,82,50,42,50,16,30.46833582,6.829660076,112.4284533,banana
2,37,30,47,70,74,30.22889023,7.039763556,89.57354594,mango
15,140,201,33,45,37,23.10700241,7.435929942,68.67620259,grapes
27,145,205,35,105,25,22.85982189,6.737802145,107.8851822,apple
4,14,13,28,4,9,24.11520096,8.304799517,101.7290125,orange
99,44,19,3,108,30,24.56340071,6.156897156,97.9271384,cotton
109,31,20,18,4,1,23.29874901,7.928630318,197.14102,coffee
104,18,34,22,4,3,22.10913136,6.168866261,190.6714851,rice
89,42,23,21,81,34,22.28344106,6.455737136,70.36668333,maize
48,63,80,8,11,34,18.26815426,7.321914592,86.59380396,chickpea
30,72,19,11,14,58,27.19635744,8.559074507,46.72458242,lentil
12,26,32,18,2,4,20.36878515,8.197741447,113.3484363,pomegranate
115,78,54,42,67,13,26.21301476,7.269776333,114.0533166,banana
23,37,22,57,72,74,33.74957789,7.41507385,102.6523289,mango
21,138,199,52,37,36,14.86675274,7.033405436,66.26552,grapes
25,128,203,10,97,31,24.16267836,6.907250169,123.9342314,apple
4,5,7,30,16,13,31.36094194,7.329721405,98.48056408,orange
132,48,21,5,104,42,25.64821449,7.054232564,85.74254322,cotton
114,50,34,28,69,3,27.52949697,7.926499303,100.2303267,coffee
97,40,32,19,3,1,24.85967927,6.560371351,187.3717464,rice
89,49,17,28,70,38,24.76127549,6.44909293,82.99088324,maize
71,57,84,9,5,35,18.94736672,6.004199695,68.98873903,chickpea
91,78,24,13,10,61,26.51770824,7.083649057,42.16802644,lentil
30,16,43,29,2,5,22.27646463,6.677506365,113.9537427,pomegranate
96,79,51,37,52,16,25.784297,7.105744565,108.6987796,banana
14,39,25,44,56,38,34.45480972,6.038593862,96.48955465,mango
28,126,201,28,37,28,23.81198115,5.644242381,74.40349221,grapes
1,130,196,48,79,31,24.21073942,6.493640961,125.2939507,apple
27,21,14,46,7,10,24.06741926,7.373609919,116.4106506,orange
107,55,28,3,84,25,23.83668898,6.150116825,70.60288618,cotton
90,28,37,20,3,4,23.56146812,7.78396768,200.0716725,coffee
84,53,35,22,62,30,25.97926017,6.349441623,191.4383574,rice
72,39,18,30,52,26,25.17092122,7.513353859,74.59991373,maize
70,54,84,12,5,39,18.92661439,8.526193884,93.75005441,chickpea
0,77,25,10,17,66,28.41124317,7.136079616,54.51303076,lentil
18,9,40,22,3,4,20.49463233,7.305748969,109.464087,pomegranate
94,92,46,29,64,21,26.26750518,6.882246804,116.850441,banana
70,31,27,58,57,71,28.94853557,6.081089334,96.23079112,mango
16,136,203,45,34,49,9.369152075,7.105993105,73.56530064,grapes
16,122,200,53,139,46,21.97935661,6.650044963,118.1994051,apple
33,14,18,47,13,8,29.10444524,7.866504998,111.622723,orange
132,47,24,7,103,31,24.74248152,7.37401136,66.22237361,cotton
113,47,27,9,74,5,27.00476851,6.690558583,72.87055675,coffee
94,58,38,20,1,2,23.85709459,6.421860276,222.371762,rice
85,57,15,30,53,39,25.73016045,6.032463164,72.24254932,maize
52,66,86,14,10,38,17.16479017,8.841252043,67.45655187,chickpea
22,74,19,10,15,49,22.30443526,6.016598706,42.07571212,lentil
7,19,36,27,3,4,20.4859717,8.032936835,123.8797788,pomegranate
102,78,56,40,54,16,30.68343585,6.777798042,122.5885817,banana
22,38,31,48,61,80,26.25591614,5.689630543,91.80326249,mango
21,142,195,38,44,33,33.35491794,5.839456367,76.91491353,grapes
3,126,200,46,136,37,22.76522383,7.497504488,107.1654847,apple
4,20,11,27,12,8,21.28242176,7.841700305,103.7384578,orange
116,51,31,3,79,30,23.1971746,5.933961781,88.36574522,cotton
97,19,19,25,52,45,26.32321642,6.110177778,81.60929412,coffee
114,37,30,20,2,2,20.70235418,6.565165449,105.1140887,rice
102,63,27,31,50,28,26.02281373,6.746989812,107.3155438,maize
47,75,81,9,13,26,18.1189918,8.571784297,68.43881467,chickpea
36,73,15,11,10,47,24.59880449,7.997128069,48.93679533,lentil
28,28,40,25,9,2,21.71020519,6.043544845,110.1202054,pomegranate
101,76,35,44,61,18,26.48755612,7.345692196,123.088181,banana
16,16,42,42,51,80,33.54045179,4.863405533,104.528224,mango
35,139,197,37,79,28,24.38683913,5.974724046,72.63330439,grapes
8,127,204,45,146,56,22.27010795,6.273733117,101.3346606,apple
15,5,9,45,9,12,21.84686583,7.353773943,91.81058886,orange
116,40,34,3,104,24,26.36620937,7.887281217,69.92359031,cotton
94,48,23,24,8,1,22.42362438,6.107380882,182.7605564,coffee
79,54,32,18,8,8,21.79430045,6.508269422,165.781697,rice
85,39,16,32,72,25,19.62460452,6.128262368,70.64987858,maize
33,74,78,8,13,28,19.06115647,7.779698955,70.6798776,chickpea
42,78,18,11,15,50,25.58366968,7.493042447,43.40973585,lentil
6,10,43,24,1,3,20.75838807,5.95675296,112.1676496,pomegranate
114,84,53,41,62,19,26.19662371,6.62547891,107.3517955,banana
98,35,19,47,49,18,29.48065054,6.364474533,84.77585478,mango
23,145,201,32,53,34,23.20507335,6.159633005,72.2956598,grapes
4,145,201,29,82,33,23.59409424,7.095944106,118.4306279,apple
17,7,9,43,11,12,33.99486516,7.118805636,112.0093255,orange
114,48,36,6,65,42,25.41292931,7.510617807,63.70931971,cotton
110,38,28,7,7,3,27.4252762,5.913241809,130.5316849,coffee
98,16,29,20,7,5,22.72399909,9.029525189,211.6122359,rice
83,58,19,32,57,30,24.05781515,7.557515092,94.3997223,maize
30,66,80,13,4,31,20.91100324,6.994854745,73.62822932,chickpea
7,80,24,10,10,66,28.48132485,6.22975711,43.7615865,lentil
14,19,33,30,2,2,23.6046719,6.042573123,108.0883924,pomegranate
100,76,52,25,59,12,30.30498489,7.055733194,113.7522064,banana
24,29,29,49,71,73,27.89476509,6.97449012,97.91747085,mango
24,137,200,43,37,43,22.49017563,6.800398544,74.36905481,grapes
36,136,203,40,38,39,20.9550181,7.031342263,101.5898945,apple
10,12,13,35,16,5,24.74245537,6.83030099,107.3835318,orange
133,48,15,4,61,36,23.47742044,6.226052302,90.65544227,cotton
91,29,33,58,49,3,27.62233724,6.978514754,199.8774918,coffee
109,18,46,22,3,3,21.3391366,6.376835955,121.1427735,rice
85,58,17,28,73,39,24.91760756,8.247633835,100.3725371,maize
33,65,79,13,10,26,18.02248504,6.210294033,81.88184692,chickpea
26,79,20,12,13,44,25.45827417,6.013893262,54.51787892,lentil
42,18,41,20,3,4,21.14854404,6.366326679,111.0748746,pomegranate
87,69,50,37,57,15,29.2312369,7.149438912,177.2802823,banana
11,29,34,47,53,62,36.72334008,7.25899876,79.02693372,mango
21,144,41,41,44,13,26.14737033,5.823703261,71.4667694,grapes
0,142,200,36,83,31,23.60866903,7.213752937,123.0803266,apple
27,14,28,32,11,12,32.86092089,7.457085423,107.5677426,orange
115,55,19,5,86,30,22.71273338,8.447712958,71.35155499,cotton
96,47,34,50,75,61,26.37489518,5.938969897,94.60455958,coffee
64,23,39,21,3,4,23.39620077,6.170367697,199.764661,rice
71,38,19,24,66,35,23.82576953,6.076347014,125.9565754,maize
16,67,79,10,12,32,17.87078587,9.14369668,69.56017155,chickpea
27,74,23,9,12,31,25.43781615,5.997391921,35.3730177,lentil
104,5,49,23,2,6,20.05020903,7.272337181,107.4951376,pomegranate
114,70,54,44,59,21,29.29668848,7.441644454,111.9721034,banana
9,21,28,43,53,45,27.36368721,6.128305899,177.3130279,mango
39,124,202,50,45,43,22.5402936,6.921569821,76.37013792,grapes
6,120,202,43,33,37,24.71063908,5.689793713,99.76026151,apple
33,18,12,25,9,9,25.12156173,8.003583011,118.3458957,orange
122,51,14,1,103,3,24.64665798,7.972431491,83.71529421,cotton
91,27,27,20,1,2,25.24124399,7.806129869,115.2358657,coffee
34,26,36,17,2,2,21.41081491,6.467964337,106.7214028,rice
89,36,28,26,4,4,27.88602273,7.778148415,158.1538682,maize
37,62,79,12,5,37,17.87951055,5.978967251,91.75865765,chickpea
38,81,82,9,15,37,18.27124024,7.47994044,53.73600212,lentil
15,28,43,27,9,5,23.49988406,6.116843246,109.7372178,pomegranate
101,84,45,24,57,12,31.01595776,7.231965572,110.2698061,banana
10,13,37,56,48,61,36.20652489,7.277223115,90.16820969,mango
93,38,200,27,5,24,21.96914888,6.032766757,64.95192283,grapes
20,141,203,40,138,35,22.02957024,7.622651816,113.1690757,apple
9,14,14,30,9,12,28.54013269,7.467223068,95.31158688,orange
114,36,32,4,89,21,26.49897461,7.656285234,70.89263681,cotton
78,51,12,38,70,45,25.79058537,6.6326868,112.5588751,coffee
90,49,40,21,2,1,22.36179913,6.219664425,218.3011612,rice
74,51,13,34,72,29,23.86975583,7.052626982,87.83460955,maize
35,66,80,8,5,23,16.90616137,7.007536585,105.3569639,chickpea
27,64,16,11,10,50,24.1623138,7.541888181,58.05325409,lentil
31,21,37,19,3,2,20.48318774,7.719688463,109.8083769,pomegranate
108,43,45,29,1,11,28.67563745,7.150735285,161.5485911,banana
10,39,26,59,54,65,33.13450422,7.243652687,80.12297253,mango
7,132,204,26,34,36,21.83271525,6.22262856,81.31093687,grapes
4,123,202,46,38,45,20.1964389,7.317313163,112.4361841,apple
38,5,17,49,13,10,10.44387459,7.762525062,103.843506,orange
137,58,13,2,111,27,23.15875983,6.860764007,73.01361375,cotton
123,39,20,24,2,4,26.06445623,6.05157128,189.3263562,coffee
89,24,22,22,3,2,24.77855128,7.731041701,106.7283121,rice
91,37,21,22,74,28,25.74616842,8.248160988,101.9349067,maize
20,71,84,11,5,44,19.74539943,8.191957424,76.40498687,chickpea
1,81,26,8,14,60,26.52833716,7.659106064,41.6740713,lentil
8,18,45,23,9,3,23.50737932,7.977643561,105.3284254,pomegranate
118,74,47,37,61,13,27.5066465,6.575411881,103.9281027,banana
30,31,25,29,60,71,30.32620611,5.752542863,97.56479668,mango
2,132,202,51,34,37,29.1936133,6.792563543,71.35293196,grapes
15,124,204,40,115,32,24.84799962,7.252851756,95.18278952,apple
37,6,10,41,8,11,18.0260248,7.808524884,110.6577658,orange
136,36,25,5,77,38,27.06670322,6.356435463,76.11672556,cotton
83,41,42,24,4,1,24.27656539,6.065050615,206.8012126,coffee
88,28,34,24,4,4,25.48881185,5.711798171,196.0034924,rice
86,35,17,27,86,29,22.47750694,6.767096494,95.0568664,maize
47,63,82,11,12,42,19.41765985,8.706383042,71.11464471,chickpea
22,75,16,13,9,33,17.31091052,6.888413795,40.46109253,lentil
32,15,31,20,1,3,24.45526887,7.129215081,114.9695255,pomegranate
113,75,57,25,55,20,26.81307938,7.029218098,109.0959115,banana
15,28,23,44,6,63,37.94191364,5.706729739,99.53658859,mango
12,138,197,53,48,36,22.81262991,7.406900269,73.45477529,grapes
20,136,203,51,126,39,23.44466735,5.442648393,118.7460803,apple
41,15,10,47,10,11,18.14853158,7.030826666,101.8824604,orange
119,53,23,3,85,28,27.07396573,5.906759968,66.87281037,cotton
76,32,26,8,92,4,25.09014509,7.020383796,176.9334494,coffee
79,42,11,36,7,8,29.04419771,8.820220865,110.5669389,rice
80,54,20,29,76,28,21.11123527,7.097323453,71.31273458,maize
59,66,81,12,11,39,18.00674879,6.758055292,90.193467,chickpea
11,53,14,10,5,27,23.30147815,7.813367534,50.68633766,lentil
37,32,43,22,4,2,21.03046741,7.041655535,116.5136949,pomegranate
115,89,56,44,54,14,29.38154978,6.960968362,109.8002799,banana
25,22,45,42,66,80,32.12144283,5.920944335,87.67368206,mango
4,134,201,36,38,38,14.56132577,7.121774861,73.10986316,grapes
7,127,199,38,69,28,25.91766934,6.874704974,118.3162248,apple
7,26,6,37,13,7,20.23358326,7.737020505,115.7884622,orange
107,41,21,9,110,18,23.00612978,8.475090793,87.20595256,cotton
36,39,27,42,60,69,36.38203337,7.18095963,83.49569578,coffee
103,22,41,23,4,4,20.64462161,8.050512894,110.9241607,rice
56,34,21,23,57,30,30.96633194,6.104213327,96.32465411,maize
59,51,81,13,9,33,18.24649435,8.871965522,75.23490215,chickpea
24,77,22,9,12,64,25.95892684,8.532644901,41.85747598,lentil
8,21,44,26,3,4,23.25564004,6.090909162,111.6026649,pomegranate
113,91,52,40,57,17,28.87256413,7.409560437,115.2192813,banana
31,28,29,37,49,61,34.16460467,5.474664482,84.62822312,mango
28,145,199,38,37,38,25.86775359,6.484519507,79.00845699,grapes
4,134,205,42,108,42,24.5905345,7.619751327,110.3521141,apple
18,13,14,32,12,11,20.94764483,7.553258626,114.1487084,orange
132,35,31,1,94,36,23.81261417,8.194887051,91.54744588,cotton
87,39,26,45,8,4,27.73270252,7.548709011,184.4889362,coffee
104,60,38,3,9,8,25.22408348,8.581684746,268.1245394,rice
91,54,18,21,73,38,21.98406223,7.755598636,158.751256,maize
47,40,82,11,11,35,18.64990739,7.81255237,92.09444989,chickpea
37,49,22,11,16,33,22.08580192,6.197783473,45.81989604,lentil
5,11,42,27,3,4,24.58489167,6.624054318,112.2874067,pomegranate
106,74,50,40,60,16,26.27758979,7.087654996,110.3795004,banana
29,31,25,58,51,78,32.82499517,7.005323361,87.00787479,mango
24,145,198,41,36,45,19.41867819,6.688608311,75.49602064,grapes
5,144,201,30,139,34,24.42920847,6.605239501,125.9272726,apple
9,20,41,32,14,13,22.44169054,6.036448504,106.7940864,orange
105,36,17,3,73,36,27.07374813,5.283698375,73.60935202,cotton
51,36,35,22,59,69,27.76186439,5.886920971,89.78260661,coffee
95,45,15,15,6,5,20.8852522,6.326120828,173.5223276,rice
94,56,19,22,57,3,25.02908685,7.425442943,168.3650967,maize
51,60,86,11,10,37,18.48828563,8.760974099,66.64560392,chickpea
41,74,19,11,9,46,25.05323515,6.902729286,43.65173407,lentil
5,6,40,20,3,3,21.20748031,7.82187576,122.2695123,pomegranate
107,77,53,27,47,16,26.44722768,7.104107994,111.7605811,banana
5,62,35,46,54,68,31.83400139,6.052700778,94.13989104,mango
15,126,197,30,38,31,21.71478704,6.120989076,67.39580243,grapes
6,144,205,48,70,18,23.1658275,7.11000669,111.1199679,apple
14,16,20,36,6,13,26.20906493,7.028376396,108.7066026,orange
133,44,10,6,103,28,24.71012832,6.955039705,89.52158399,cotton
90,31,35,23,5,4,23.4799244,7.610049085,195.5686209,coffee
60,24,39,22,2,2,21.74350805,7.781801669,193.2793375,rice
61,48,25,29,77,39,24.97234715,6.624065672,95.7796347,maize
50,58,83,12,11,31,18.10354564,9.161777976,74.76030724,chickpea
4,63,19,10,11,59,27.08537854,8.190997189,41.767583,lentil
8,10,40,30,11,3,21.54447486,6.285335144,105.9434673,pomegranate
83,78,52,26,60,14,31.04860501,6.655153076,124.7071643,banana
26,39,20,37,44,70,29.78462152,7.142089464,85.15885619,mango
32,136,197,34,41,38,22.73187758,6.599065509,76.14378413,grapes
28,145,205,50,67,42,21.83506523,6.682687837,113.7419075,apple
99,16,8,47,12,11,20.30223391,8.5059978,104.4518141,orange
134,50,12,6,103,31,25.83938226,6.942383279,73.88487152,cotton
108,30,35,22,1,1,25.1148659,7.184672082,180.8070894,coffee
93,43,43,21,1,1,26.02455607,6.425625122,163.4404797,rice
66,53,22,27,53,33,23.34708406,5.875698463,77.26822273,maize
48,66,79,10,6,31,16.59542802,8.44623708,67.09805104,chickpea
5,68,19,9,12,35,22.91306619,7.708423442,40.68695683,lentil
18,23,29,19,8,4,21.3199845,7.398805596,111.9282076,pomegranate
106,95,37,16,57,13,29.40897684,6.58472429,121.0815145,banana
24,31,25,48,43,4,30.00680246,6.985445272,105.8408518,mango
24,121,203,26,34,46,17.64266034,6.897765914,73.33012773,grapes
6,133,197,41,77,33,22.73704914,6.256833204,107.1393333,apple
14,5,8,48,12,15,11.0451381,6.381741888,109.4390665,orange
116,45,15,3,99,31,25.1484831,7.987962827,69.44448236,cotton
79,18,33,58,3,6,26.88541273,6.229428164,136.6304387,coffee
24,76,17,31,56,35,34.10956952,6.021192213,103.049774,rice
98,49,27,20,71,31,25.18796939,6.422338813,111.0962813,maize
50,67,83,12,10,43,16.3412233,9.066674896,88.05326409,chickpea
34,78,19,10,15,38,20.46041784,7.292996954,51.88865428,lentil
16,25,34,22,2,2,21.58448653,7.734933098,107.272495,pomegranate
91,90,52,33,59,14,29.89513952,6.452525091,126.5187434,banana
8,56,39,49,87,76,30.90221971,6.994358518,78.96616348,mango
15,138,199,30,45,46,32.89904254,6.897297104,72.32894528,grapes
25,138,203,38,140,38,23.1795138,6.062025069,116.132223,apple
18,25,20,42,12,9,21.14175234,7.543416018,101.480756,orange
138,42,24,7,116,35,25.07147062,6.938446068,62.89456466,cotton
10,30,23,50,52,2,32.40294941,5.537558619,82.3915015,coffee
74,36,40,24,8,4,23.37806142,7.786419558,201.0546187,rice
94,50,14,20,54,38,24.41000652,6.22647769,82.98920227,maize
32,54,79,3,4,31,19.27853013,8.241009447,74.28415957,chickpea
5,67,20,10,8,54,29.51036914,7.550497497,36.32825173,lentil
1,35,34,19,4,1,21.32055975,7.735596329,111.1277814,pomegranate
99,91,49,41,71,22,25.4512087,7.005020271,114.4770804,banana
19,22,27,40,58,71,33.66426005,7.505802715,101.4399583,mango
12,136,197,41,46,44,29.37222377,5.681551776,68.21256465,grapes
12,134,204,47,138,46,22.88597405,6.918535523,119.2589154,apple
30,20,6,31,11,11,24.02207344,6.659533435,114.0657255,orange
119,37,26,17,5,22,27.61388227,8.623652565,196.3753554,cotton
83,26,34,21,78,4,23.99257438,6.124364126,168.5385781,coffee
96,35,23,23,67,3,23.47262975,6.023001344,195.2405569,rice
88,49,20,21,80,33,23.66585152,6.139822859,70.0684946,maize
65,64,84,9,11,40,18.39791621,6.403428141,66.93744111,chickpea
91,74,20,5,8,60,24.5653614,6.181695524,45.08770281,lentil
24,26,43,22,5,4,24.66235329,6.439907353,107.1350837,pomegranate
103,84,42,27,54,14,24.92402414,5.970666167,118.6289,banana
89,22,32,51,51,53,30.54781139,7.024471196,85.02949986,mango
4,133,197,39,40,36,29.31798308,6.005423289,75.75889262,grapes
13,119,201,33,85,33,23.35081381,6.896612612,123.6090243,apple
29,18,13,48,80,11,25.94513461,8.896887597,107.51519,orange
118,50,24,2,97,31,25.09449572,6.688694196,71.16956177,cotton
22,7,18,28,5,8,24.93800009,7.120695263,106.2561032,coffee
8,53,16,48,10,9,20.94073234,8.932924797,108.4776664,rice
88,39,22,20,80,24,22.9641679,6.03723604,106.4698406,maize
47,66,80,9,8,26,18.5772144,7.419750966,68.56633033,chickpea
69,80,27,13,6,63,25.77234062,7.101623589,39.54567254,lentil
106,25,32,23,3,2,24.23223177,7.077838798,107.7857981,pomegranate
103,74,54,28,51,17,31.44443962,7.532697393,106.8077547,banana
35,44,28,37,45,70,36.23433069,5.870491517,92.05426196,mango
18,135,199,35,41,41,14.73112406,6.439163006,72.40474134,grapes
2,126,205,54,125,49,23.3005797,7.095242938,107.6387994,apple
9,16,11,34,13,9,25.32119178,7.390706927,107.2576543,orange
139,37,21,9,103,28,22.24154712,7.916499917,77.12696078,cotton
68,40,43,19,4,5,27.7356146,6.934639333,187.7591419,coffee
61,10,43,16,3,4,22.70293547,8.120195734,205.3098629,rice
82,36,28,23,63,36,23.09415556,6.269233892,73.5048643,maize
66,54,81,11,12,37,20.80608484,8.554921116,72.53254379,chickpea
17,70,21,13,7,57,20.70367471,7.378319541,57.70465106,lentil
97,21,22,23,1,1,24.15695986,7.065844947,106.6172221,pomegranate
100,90,47,25,66,15,24.15211826,7.147734689,119.7495522,banana
2,37,27,49,49,50,28.88746829,5.607155852,99.12070609,mango
30,130,197,31,46,31,23.63799792,6.172865915,71.33601039,grapes
31,140,201,44,79,48,22.32242671,7.320698591,118.5028425,apple
17,22,15,27,6,6,27.49630901,7.795670693,122.6871365,orange
133,53,21,4,109,27,24.34757756,6.708311441,71.1724788,cotton
108,22,46,20,2,1,24.45702526,7.251865629,111.377841,coffee
103,7,25,22,6,9,21.16646886,7.110347228,173.4294085,rice
87,40,34,21,66,17,24.57684732,6.239016807,194.6741306,maize
65,60,85,11,12,39,19.57584785,8.951252224,67.37272393,chickpea
31,71,22,11,9,48,26.83084391,7.969214583,39.4017958,lentil
33,22,39,19,4,4,21.19649457,6.080585608,231.5518948,pomegranate
98,71,53,39,60,21,30.3939444,7.197969825,111.9965774,banana
2,46,33,37,41,60,33.30823319,7.004881981,102.9980126,mango
20,130,198,45,50,52,24.18806398,6.119416571,69.36637394,grapes
6,123,199,52,106,39,23.52298859,6.821468896,111.8668389,apple
103,7,28,24,7,2,26.24059853,7.540263446,119.5127506,orange
137,44,24,7,95,44,25.66143656,7.154477609,85.78150681,cotton
122,20,29,42,55,70,29.24848756,6.171348578,92.34111246,coffee
93,44,17,21,9,7,21.20655698,8.866025081,213.3777041,rice
98,60,31,20,100,44,23.48022174,7.15382132,104.384682,maize
50,60,76,7,4,29,21.02185065,8.409290487,72.04248324,chickpea
28,81,18,10,11,63,25.78692974,7.147848326,50.92933686,lentil
36,28,26,27,3,3,21.64261201,6.259392718,106.8292427,pomegranate
115,97,56,30,64,19,29.25458739,6.902376466,106.0608215,banana
37,23,30,59,47,48,35.61579994,6.503202321,98.16781059,mango
6,140,199,35,40,33,23.00636255,6.228902495,79.14127929,grapes
14,122,202,46,101,35,24.35411873,7.190420869,113.0822641,apple
17,20,33,31,13,16,27.1257143,6.052156017,111.4499574,orange
117,48,19,1,107,29,24.52244509,7.053458747,83.51798586,cotton
103,41,15,21,10,6,19.61834161,6.587263065,179.1240053,coffee
114,42,23,37,5,28,28.15325442,6.584819264,88.60160238,rice
53,61,22,39,56,27,19.13328712,6.253274412,95.70103364,maize
21,67,79,6,12,42,17.67358467,6.850213496,69.32823794,chickpea
37,75,20,9,15,65,27.22007182,7.840473531,43.68312026,lentil
17,9,41,19,3,4,22.01707593,6.988901764,107.8396293,pomegranate
110,90,41,25,64,20,28.4219423,6.559764513,117.3263426,banana
12,17,42,60,50,67,30.70423402,4.9102073,81.17818635,mango
4,138,197,34,38,35,26.00752327,6.016620225,71.51447521,grapes
30,129,205,48,66,32,22.89143989,5.964970541,122.1935907,apple
22,9,12,32,5,14,19.39231757,5.504405011,102.238512,orange
95,40,25,1,105,30,24.39862288,8.120379219,73.56348786,cotton
95,6,41,16,2,1,24.55150053,7.017843669,118.0846692,coffee
82,42,43,17,3,1,20.76901721,7.136163525,202.5821694,rice
90,42,17,23,57,40,25.19738615,6.304816186,90.32142239,maize
59,66,85,5,10,32,18.04394819,7.069584974,63.99652316,chickpea
35,88,21,13,13,63,27.43364,6.212631394,43.91332721,lentil
88,24,38,21,2,5,20.80829395,6.219547956,244.5073002,pomegranate
89,76,31,14,55,3,29.58746647,5.654132297,103.49898,banana
35,27,35,58,66,77,35.32722575,5.135026989,102.7222978,mango
30,139,201,41,47,45,23.83703334,7.256621804,75.43427367,grapes
8,142,202,52,63,36,24.22625801,6.4274667,111.7095817,apple
39,14,16,36,10,9,19.99372694,8.317835703,104.8622083,orange
116,41,15,5,98,28,25.03173639,8.335030094,72.18278632,cotton
89,32,29,22,6,3,25.82409758,6.067426032,194.081039,coffee
23,10,17,45,72,27,25.19124682,5.602134837,71.91140602,rice
77,50,16,30,66,35,23.38668419,8.04615969,68.2267142,maize
38,62,84,9,6,31,17.94189596,6.764939344,64.03774575,chickpea
32,80,20,13,13,61,19.08400143,7.100952193,41.44765579,lentil
7,19,33,20,7,2,21.88461549,7.029639975,105.0331314,pomegranate
113,66,48,24,63,15,26.07592664,6.17215231,49.18020115,banana
13,37,18,59,59,61,23.29961469,7.488740743,87.85882445,mango
13,133,202,29,38,47,22.98097293,7.052153675,77.0181128,grapes
20,137,201,47,49,47,20.9160106,7.218896834,121.827358,apple
94,16,12,22,11,9,23.86744542,8.525224622,79.82385361,orange
117,52,23,3,113,23,24.05410874,6.203459255,86.68148417,cotton
105,24,29,26,1,2,26.98580033,7.055145364,103.3375009,coffee
102,8,41,20,6,4,22.18099252,6.046784006,297.7913625,rice
103,52,22,30,74,39,25.89300307,8.180884715,68.89017527,maize
34,71,77,12,4,40,16.98154127,6.158578518,90.38106275,chickpea
27,84,36,14,13,60,25.32836283,6.567337336,45.47454382,lentil
6,11,40,20,7,1,25.71070997,8.094998284,115.7903156,pomegranate
80,90,48,41,63,15,23.85362138,6.980403187,106.9584597,banana
6,36,21,60,58,65,24.98509995,6.960047762,105.2517189,mango
29,131,195,34,35,34,24.90002148,6.980186018,67.73371384,grapes
30,125,201,50,71,38,19.85445262,5.982545434,118.3961,apple
12,9,13,42,12,12,30.02130198,6.733600003,114.4669715,orange
140,43,20,7,112,29,26.59341626,7.33557186,82.85460727,cotton
6,21,11,35,10,9,24.25728968,7.843963439,159.0087356,coffee
104,40,28,24,3,8,21.40976152,9.04254063,104.7558135,rice
112,57,14,25,62,33,24.37670565,7.746008266,95.78821489,maize
26,68,80,10,13,31,17.46380249,8.67569282,66.05040921,chickpea
9,28,33,13,13,60,22.99083694,6.884483332,104.8744292,lentil
14,30,38,19,2,5,22.49443997,7.075652207,110.0369489,pomegranate
101,83,40,38,51,19,24.76518307,7.026371808,120.8182815,banana
28,36,17,36,56,58,25.44265827,7.079639516,98.67872782,mango
31,145,200,40,52,41,26.73007608,6.844152697,72.00879213,grapes
16,129,203,44,119,47,21.55876125,5.846263197,128.484423,apple
16,24,41,43,10,15,24.1498066,7.551914105,98.22177907,orange
136,48,19,1,120,28,24.05237504,7.153931562,69.21815518,cotton
106,52,39,23,4,1,26.07264009,6.720026258,209.1520194,coffee
85,51,30,18,11,10,27.31515267,7.651160775,262.5677785,rice
94,44,18,27,77,31,22.92061737,6.509702057,68.29130473,maize
64,56,79,12,11,57,16.99504103,8.651087528,60.47310959,chickpea
5,80,21,11,14,45,26.6439729,7.319990682,45.09897352,lentil
5,24,34,21,1,2,20.54273892,7.100961558,100.2472677,pomegranate
101,77,43,41,51,17,29.78161823,7.426101918,109.5770077,banana
29,33,27,43,61,60,35.10627495,6.596158209,98.86018004,mango
14,137,196,36,49,46,35.17112845,6.814557879,74.99651153,grapes
15,130,203,32,92,31,23.76453015,5.869247002,121.2425736,apple
14,25,12,49,12,7,24.10454746,5.61567026,118.0215456,orange
139,46,20,8,114,35,26.25992227,7.117729322,81.11018837,cotton
90,30,39,20,3,2,24.91134233,7.021758834,195.4267113,coffee
84,36,35,21,2,2,22.01755483,7.881806813,164.6344371,rice
72,61,26,21,76,28,22.04698615,6.497180716,78.13193754,maize
24,62,81,11,11,30,17.96090737,7.939591932,88.03839921,chickpea
5,71,21,10,12,40,24.85839311,7.740394217,47.57872255,lentil
11,8,41,28,3,5,23.85530343,6.015632641,114.4297487,pomegranate
94,69,42,49,48,18,29.24085581,7.335286016,104.6533111,banana
13,22,27,59,59,72,34.54126727,7.265710021,91.19939905,mango
30,144,199,40,37,28,18.90939651,7.315678885,66.8959075,grapes
22,129,200,31,135,42,23.50736554,6.526511165,126.8764104,apple
31,18,33,48,14,15,29.66202484,6.585954412,103.2190281,orange
129,53,19,8,90,25,25.01678975,6.220268482,68.01828808,cotton
86,25,32,19,54,5,26.42513063,7.666608686,186.7615581,coffee
63,53,32,23,6,6,20.52821373,8.926162245,69.07334586,rice
94,52,33,30,57,35,28.36259847,6.102853692,94.29774884,maize
60,57,81,8,6,36,19.06703938,5.813489338,68.18711828,chickpea
38,73,20,8,8,42,24.35869703,6.911486857,41.03505055,lentil
104,14,44,23,1,2,21.36396782,6.647694766,108.4994963,pomegranate
91,85,51,29,63,21,29.87013219,6.595322177,115.1356342,banana
14,54,28,40,77,33,32.01547776,6.08720004,96.04018591,mango
26,137,198,38,39,30,15.03418128,6.951258078,66.12666464,grapes
